,ds,y
0,2010-01-01,2572.455456408493
1,2011-01-01,5148.29
2,2012-01-01,2088.92057186563
3,2013-01-01,1793.0712273075294
4,2014-01-01,1637.1733119304383
5,2015-01-01,1369.2523109374251
6,2016-01-01,1194.6436911885164
7,2017-01-01,1266.868693145386
8,2018-01-01,0.0
9,2019-01-01,1136.2086453227241
10,2020-01-01,1032.3515095604027
11,2021-01-01,1108.7127061173298
12,2022-01-01,1209.0993369471444
13,2023-01-01,1558.829701309329
